Id,Step,Pop
0,168,10
0,169,10
0,170,10
0,171,11
0,172,11
0,173,11
0,174,12
0,175,12
0,176,12
0,177,12
0,178,12
0,179,12
0,180,12
0,181,11
0,182,11
0,183,11
0,184,11
0,185,11
0,186,11
0,187,11
0,188,11
0,189,11
0,190,11
0,191,11
0,192,11
0,193,11
0,194,11
0,195,11
0,196,11
0,197,11
0,198,11
0,199,11
0,200,11
0,201,11
0,202,10
0,203,8
0,204,9
0,205,8
0,206,8
0,207,8
0,208,8
0,209,8
0,210,8
0,211,8
0,212,8
0,213,9
0,214,9
0,215,9
0,216,9
0,217,9
0,218,8
0,219,9
0,220,8
0,221,8
0,222,8
0,223,9
0,224,9
0,225,9
0,226,9
0,227,9
0,228,9
0,229,9
0,230,9
0,231,9
0,232,9
0,233,9
0,234,10
0,235,9
0,236,9
0,237,9
0,238,9
0,239,9
0,240,9
0,241,9
0,242,9
0,243,9
0,244,9
0,245,9
0,246,8
0,247,8
0,248,8
0,249,8
0,250,8
0,251,8
0,252,8
0,253,8
0,254,8
0,255,8
0,256,8
0,257,8
0,258,8
0,259,8
0,260,8
0,261,8
0,262,8
0,263,8
0,264,8
0,265,8
0,266,8
0,267,9
0,268,9
0,269,8
0,270,7
0,271,7
0,272,6
0,273,6
0,274,6
0,275,6
0,276,7
0,277,7
0,278,7
0,279,7
0,280,7
0,281,7
0,282,7
0,283,7
0,284,7
0,285,7
0,286,7
0,287,7
0,288,7
0,289,7
0,290,8
0,291,8
0,292,9
0,293,9
0,294,9
0,295,9
0,296,9
0,297,9
0,298,10
0,299,10
0,300,10
0,301,10
0,302,10
0,303,11
0,304,11
0,305,11
0,306,11
0,307,12
0,308,13
0,309,13
0,310,13
0,311,13
0,312,13
0,313,13
0,314,13
0,315,13
0,316,13
0,317,14
0,318,15
0,319,15
0,320,15
0,321,15
0,322,15
0,323,15
0,324,14
0,325,14
0,326,14
0,327,14
0,328,14
0,329,14
0,330,14
0,331,14
0,332,14
0,333,14
0,334,14
0,335,14
0,336,15
0,337,16
0,338,16
0,339,16
0,340,15
0,341,15
0,342,14
0,343,15
0,344,16
0,345,16
0,346,16
0,347,17
0,348,17
0,349,16
0,350,17
0,351,16
0,352,17
0,353,17
0,354,17
0,355,16
0,356,16
0,357,16
0,358,16
0,359,15
0,360,15
0,361,15
0,362,15
0,363,14
0,364,15
0,365,14
0,366,14
0,367,14
0,368,14
0,369,14
0,370,15
0,371,15
0,372,15
0,373,15
0,374,15
0,375,15
0,376,15
0,377,15
0,378,15
0,379,15
0,380,15
0,381,15
0,382,15
0,383,16
0,384,16
0,385,15
0,386,15
0,387,15
0,388,15
0,389,16
0,390,16
0,391,16
0,392,16
0,393,16
0,394,16
0,395,16
0,396,15
0,397,15
0,398,15
0,399,15
0,400,15
0,401,15
0,402,15
0,403,15
0,404,15
0,405,16
0,406,16
0,407,17
0,408,18
0,409,18
0,410,18
0,411,17
0,412,17
0,413,17
0,414,16
0,415,16
0,416,16
0,417,16
0,418,16
0,419,16
0,420,16
0,421,16
0,422,15
0,423,15
0,424,15
0,425,15
0,426,15
0,427,13
0,428,13
0,429,13
0,430,13
0,431,14
0,432,14
0,433,16
0,434,16
0,435,16
0,436,16
0,437,15
0,438,16
0,439,16
0,440,16
0,441,16
0,442,16
0,443,17
0,444,17
0,445,17
0,446,18
0,447,18
0,448,18
0,449,18
0,450,18
0,451,18
0,452,16
0,453,16
0,454,17
0,455,17
0,456,16
0,457,16
0,458,16
0,459,17
0,460,17
0,461,17
0,462,16
0,463,17
0,464,17
0,465,17
0,466,16
0,467,16
0,468,16
0,469,16
0,470,16
0,471,17
0,472,17
0,473,17
0,474,17
0,475,17
0,476,17
0,477,16
0,478,16
0,479,17
0,480,17
0,481,17
0,482,17
0,483,18
0,484,18
0,485,18
0,486,19
0,487,19
0,488,19
0,489,19
0,490,19
0,491,19
0,492,19
0,493,19
0,494,19
0,495,19
0,496,19
0,497,19
0,498,18
0,499,18
0,500,19
0,501,19
0,502,20
0,503,20
0,504,20
0,505,20
0,506,20
0,507,20
0,508,20
0,509,20
0,510,21
0,511,21
0,512,21
0,513,20
0,514,20
0,515,18
0,516,18
0,517,18
0,518,17
0,519,18
0,520,18
0,521,17
0,522,17
0,523,17
0,524,17
0,525,16
0,526,17
0,527,17
0,528,17
0,529,16
0,530,16
0,531,16
0,532,16
0,533,15
0,534,14
0,535,14
0,536,14
0,537,14
0,538,14
0,539,14
0,540,14
0,541,14
0,542,14
0,543,14
0,544,15
0,545,14
0,546,15
0,547,15
0,548,14
0,549,14
0,550,13
0,551,13
0,552,14
0,553,14
0,554,13
0,555,13
0,556,13
0,557,13
0,558,12
0,559,12
0,560,11
0,561,11
0,562,11
0,563,11
0,564,11
0,565,11
0,566,11
0,567,11
0,568,11
0,569,11
0,570,11
0,571,10
0,572,10
0,573,10
0,574,8
0,575,8
0,576,8
0,577,8
0,578,8
0,579,9
0,580,9
0,581,9
0,582,7
0,583,7
0,584,7
0,585,8
0,586,8
0,587,8
0,588,8
0,589,8
0,590,7
0,591,7
0,592,7
0,593,7
0,594,7
0,595,8
0,596,8
0,597,8
0,598,8
0,599,8
0,600,8
0,601,8
0,602,8
0,603,9
0,604,9
0,605,9
0,606,9
0,607,9
0,608,9
0,609,9
0,610,9
0,611,9
0,612,9
0,613,9
0,614,8
0,615,8
0,616,8
0,617,8
0,618,8
0,619,8
0,620,8
0,621,8
0,622,8
0,623,8
0,624,8
0,625,8
0,626,8
0,627,8
0,628,8
0,629,7
0,630,7
0,631,6
0,632,6
0,633,6
0,634,6
0,635,7
0,636,7
0,637,7
0,638,7
0,639,7
0,640,7
0,641,7
0,642,6
0,643,6
0,644,6
0,645,6
0,646,6
0,647,6
0,648,6
0,649,6
0,650,6
0,651,6
0,652,6
0,653,6
0,654,6
0,655,6
0,656,6
0,657,6
0,658,6
0,659,6
0,660,6
0,661,7
0,662,7
0,663,7
0,664,7
0,665,7
0,666,7
0,667,7
0,668,7
0,669,8
0,670,8
0,671,8
0,672,8
0,673,8
0,674,8
0,675,8
0,676,8
0,677,8
0,678,8
0,679,7
0,680,8
0,681,8
0,682,8
0,683,9
0,684,9
0,685,10
0,686,10
0,687,10
0,688,10
0,689,10
0,690,10
0,691,10
0,692,10
0,693,10
0,694,10
0,695,10
0,696,10
0,697,10
0,698,10
0,699,10
0,700,10
0,701,10
0,702,9
0,703,9
0,704,9
0,705,9
0,706,9
0,707,9
0,708,9
0,709,9
0,710,9
0,711,10
0,712,10
0,713,10
0,714,10
0,715,10
0,716,10
0,717,10
0,718,10
0,719,10
0,720,9
0,721,9
0,722,9
0,723,9
0,724,9
0,725,9
0,726,9
0,727,9
0,728,8
0,729,8
0,730,9
0,731,9
0,732,9
0,733,9
0,734,9
0,735,9
0,736,9
0,737,9
0,738,9
0,739,10
0,740,10
0,741,10
0,742,10
0,743,11
0,744,11
0,745,11
0,746,11
0,747,10
0,748,9
0,749,9
0,750,8
0,751,8
0,752,8
0,753,7
0,754,7
0,755,7
0,756,7
0,757,7
0,758,7
0,759,6
0,760,6
0,761,6
0,762,6
0,763,6
0,764,6
0,765,6
0,766,6
0,767,6
0,768,6
0,769,7
0,770,7
0,771,7
0,772,7
0,773,7
0,774,7
0,775,7
0,776,7
0,777,7
0,778,7
0,779,6
0,780,6
0,781,6
0,782,6
0,783,6
0,784,6
0,785,6
0,786,6
0,787,7
0,788,7
0,789,7
0,790,7
0,791,7
0,792,7
0,793,8
0,794,8
0,795,8
0,796,9
0,797,9
0,798,9
0,799,9
0,800,9
0,801,9
0,802,9
0,803,10
0,804,10
0,805,10
0,806,13
0,807,13
0,808,13
0,809,13
0,810,12
0,811,12
0,812,11
0,813,11
0,814,11
0,815,11
0,816,11
0,817,11
0,818,11
0,819,11
0,820,11
0,821,11
0,822,11
0,823,11
0,824,11
0,825,12
0,826,12
0,827,12
0,828,12
0,829,12
0,830,12
0,831,12
0,832,12
0,833,11
0,834,11
0,835,11
0,836,11
0,837,11
0,838,11
0,839,10
0,840,10
0,841,10
0,842,10
0,843,10
0,844,10
0,845,10
0,846,10
0,847,10
0,848,10
0,849,10
0,850,10
0,851,10
0,852,10
0,853,10
0,854,12
0,855,12
0,856,12
0,857,12
0,858,11
0,859,11
0,860,11
0,861,11
0,862,11
0,863,11
0,864,11
0,865,11
0,866,11
0,867,11
0,868,11
0,869,11
0,870,11
0,871,11
0,872,10
0,873,11
0,874,11
0,875,10
0,876,10
0,877,10
0,878,10
0,879,10
0,880,10
0,881,10
0,882,10
0,883,10
0,884,10
0,885,10
0,886,9
0,887,10
0,888,10
0,889,10
0,890,10
0,891,10
0,892,10
0,893,11
0,894,11
0,895,11
0,896,11
0,897,11
0,898,11
0,899,11
0,900,11
0,901,10
0,902,9
0,903,9
0,904,9
0,905,9
0,906,9
0,907,8
0,908,8
0,909,7
0,910,7
0,911,7
0,912,7
0,913,8
0,914,8
0,915,8
0,916,8
0,917,8
0,918,8
0,919,8
0,920,8
0,921,8
0,922,8
0,923,8
0,924,8
0,925,8
0,926,8
0,927,9
0,928,9
0,929,9
0,930,9
0,931,9
0,932,9
0,933,9
0,934,9
0,935,9
0,936,9
0,937,9
0,938,9
0,939,9
0,940,9
0,941,9
0,942,9
0,943,9
0,944,9
0,945,9
0,946,9
0,947,9
0,948,9
0,949,9
0,950,9
0,951,9
0,952,9
0,953,9
0,954,9
0,955,9
0,956,9
0,957,9
0,958,10
0,959,9
0,960,9
0,961,9
0,962,9
0,963,8
0,964,8
0,965,8
0,966,8
0,967,8
0,968,8
0,969,8
0,970,8
0,971,8
0,972,8
0,973,8
0,974,8
0,975,8
0,976,8
0,977,8
0,978,7
0,979,8
0,980,9
0,981,9
0,982,9
0,983,9
0,984,9
0,985,9
0,986,9
0,987,9
0,988,9
0,989,9
0,990,9
0,991,9
0,992,9
0,993,10
0,994,10
0,995,10
0,996,10
0,997,10
0,998,10
0,999,11
0,1000,12
0,1001,12
0,1002,12
0,1003,12
0,1004,12
0,1005,12
0,1006,12
0,1007,12
0,1008,12
0,1009,12
0,1010,12
0,1011,12
0,1012,13
0,1013,13
0,1014,13
0,1015,13
0,1016,14
0,1017,14
0,1018,14
0,1019,14
0,1020,14
0,1021,14
0,1022,14
0,1023,15
0,1024,15
0,1025,15
0,1026,13
0,1027,13
0,1028,14
0,1029,14
0,1030,13
0,1031,12
0,1032,12
0,1033,12
0,1034,12
0,1035,12
0,1036,12
0,1037,12
0,1038,12
0,1039,12
0,1040,12
0,1041,11
0,1042,11
0,1043,11
0,1044,11
0,1045,11
0,1046,11
0,1047,11
0,1048,11
0,1049,11
0,1050,11
0,1051,11
0,1052,11
0,1053,11
0,1054,11
0,1055,11
0,1056,11
0,1057,11
0,1058,11
0,1059,11
0,1060,11
0,1061,11
0,1062,11
0,1063,11
0,1064,11
0,1065,11
0,1066,12
0,1067,12
0,1068,12
0,1069,12
0,1070,12
0,1071,12
0,1072,12
0,1073,11
0,1074,11
0,1075,11
0,1076,11
0,1077,11
0,1078,11
0,1079,11
0,1080,11
0,1081,11
0,1082,11
0,1083,11
0,1084,11
0,1085,11
0,1086,11
0,1087,11
0,1088,10
0,1089,10
0,1090,10
0,1091,10
0,1092,10
0,1093,9
0,1094,9
0,1095,9
0,1096,9
0,1097,9
0,1098,9
0,1099,10
0,1100,10
0,1101,10
0,1102,10
0,1103,10
0,1104,10
0,1105,10
0,1106,10
0,1107,10
0,1108,10
0,1109,10
0,1110,10
0,1111,11
0,1112,11
0,1113,11
0,1114,11
0,1115,11
0,1116,11
0,1117,11
0,1118,11
0,1119,10
0,1120,10
0,1121,10
0,1122,10
0,1123,10
0,1124,10
0,1125,10
0,1126,10
0,1127,10
0,1128,10
0,1129,11
0,1130,11
0,1131,11
0,1132,11
0,1133,11
0,1134,11
0,1135,11
0,1136,11
0,1137,11
0,1138,11
0,1139,11
0,1140,11
0,1141,11
0,1142,11
0,1143,11
0,1144,11
0,1145,11
0,1146,11
0,1147,12
0,1148,12
0,1149,13
0,1150,13
0,1151,13
0,1152,13
0,1153,14
0,1154,14
0,1155,14
0,1156,15
0,1157,15
0,1158,16
0,1159,16
0,1160,16
0,1161,16
0,1162,16
0,1163,15
0,1164,16
0,1165,16
0,1166,16
0,1167,17
0,1168,17
0,1169,17
0,1170,17
0,1171,17
0,1172,17
0,1173,17
0,1174,19
0,1175,18
0,1176,17
0,1177,18
0,1178,18
0,1179,18
0,1180,18
0,1181,18
0,1182,18
0,1183,18
0,1184,19
0,1185,19
0,1186,19
0,1187,18
0,1188,17
0,1189,17
0,1190,17
0,1191,16
0,1192,16
0,1193,15
0,1194,15
0,1195,15
0,1196,15
0,1197,15
0,1198,15
0,1199,15
0,1200,14
0,1201,14
0,1202,14
0,1203,13
0,1204,13
0,1205,12
0,1206,13
0,1207,11
0,1208,11
0,1209,12
0,1210,12
0,1211,11
0,1212,11
0,1213,11
0,1214,11
0,1215,11
0,1216,11
0,1217,11
0,1218,11
0,1219,11
0,1220,11
0,1221,12
0,1222,11
0,1223,11
0,1224,11
0,1225,11
0,1226,11
0,1227,12
0,1228,11
0,1229,11
0,1230,12
0,1231,12
0,1232,11
0,1233,11
0,1234,12
0,1235,12
0,1236,12
0,1237,12
0,1238,12
0,1239,12
0,1240,12
0,1241,12
0,1242,12
0,1243,13
0,1244,13
0,1245,13
0,1246,14
0,1247,14
0,1248,14
0,1249,14
0,1250,14
0,1251,14
0,1252,13
0,1253,12
0,1254,12
0,1255,12
0,1256,12
0,1257,12
0,1258,12
0,1259,12
0,1260,12
0,1261,13
0,1262,12
0,1263,12
0,1264,12
0,1265,12
0,1266,12
0,1267,12
0,1268,12
0,1269,12
0,1270,12
0,1271,12
0,1272,12
0,1273,13
0,1274,13
0,1275,13
0,1276,13
0,1277,12
0,1278,12
0,1279,12
0,1280,12
0,1281,12
0,1282,12
0,1283,12
0,1284,12
0,1285,12
0,1286,12
0,1287,12
0,1288,12
0,1289,12
0,1290,12
0,1291,11
0,1292,11
0,1293,11
0,1294,11
0,1295,11
0,1296,10
0,1297,10
0,1298,11
0,1299,11
0,1300,11
0,1301,11
0,1302,12
0,1303,11
0,1304,11
0,1305,11
0,1306,11
0,1307,10
0,1308,10
0,1309,10
0,1310,12
0,1311,12
0,1312,12
0,1313,12
0,1314,13
0,1315,13
0,1316,13
0,1317,13
0,1318,12
0,1319,12
0,1320,12
0,1321,12
0,1322,12
0,1323,12
0,1324,13
0,1325,13
0,1326,12
0,1327,12
0,1328,12
0,1329,13
0,1330,13
0,1331,12
0,1332,12
0,1333,12
0,1334,14
0,1335,14
0,1336,14
0,1337,14
0,1338,14
0,1339,14
0,1340,14
0,1341,14
0,1342,15
0,1343,15
0,1344,16
0,1345,16
0,1346,17
0,1347,16
0,1348,16
0,1349,16
0,1350,16
0,1351,17
0,1352,16
0,1353,16
0,1354,17
0,1355,17
0,1356,18
0,1357,18
0,1358,18
0,1359,18
0,1360,19
0,1361,19
0,1362,19
0,1363,19
0,1364,18
0,1365,18
0,1366,18
0,1367,17
0,1368,17
0,1369,17
0,1370,19
0,1371,19
0,1372,19
0,1373,19
0,1374,20
0,1375,19
0,1376,19
0,1377,20
0,1378,20
0,1379,20
0,1380,20
0,1381,20
0,1382,21
0,1383,21
0,1384,21
0,1385,21
0,1386,20
0,1387,20
0,1388,20
0,1389,20
0,1390,20
0,1391,21
0,1392,21
0,1393,20
0,1394,20
0,1395,20
0,1396,21
0,1397,21
0,1398,21
0,1399,21
0,1400,21
0,1401,22
0,1402,22
0,1403,22
0,1404,22
0,1405,22
0,1406,22
0,1407,22
0,1408,23
0,1409,22
0,1410,23
0,1411,23
0,1412,24
0,1413,24
0,1414,23
0,1415,23
0,1416,23
0,1417,23
0,1418,23
0,1419,24
0,1420,25
0,1421,25
0,1422,25
0,1423,25
0,1424,26
0,1425,24
0,1426,22
0,1427,23
0,1428,23
0,1429,23
0,1430,23
0,1431,23
0,1432,23
0,1433,22
0,1434,21
0,1435,20
0,1436,21
0,1437,21
0,1438,21
0,1439,21
0,1440,21
0,1441,21
0,1442,21
0,1443,21
0,1444,21
0,1445,22
0,1446,22
0,1447,21
0,1448,22
0,1449,22
0,1450,21
0,1451,21
0,1452,22
0,1453,23
0,1454,23
0,1455,23
0,1456,23
0,1457,23
0,1458,23
0,1459,23
0,1460,24
0,1461,22
0,1462,22
0,1463,21
0,1464,21
0,1465,20
0,1466,20
0,1467,20
0,1468,19
0,1469,19
0,1470,19
0,1471,19
0,1472,19
0,1473,19
0,1474,20
0,1475,20
0,1476,20
0,1477,21
0,1478,21
0,1479,21
0,1480,21
0,1481,21
0,1482,21
0,1483,21
0,1484,21
0,1485,22
0,1486,21
0,1487,21
0,1488,22
0,1489,22
0,1490,22
0,1491,22
0,1492,22
0,1493,21
0,1494,21
0,1495,21
0,1496,21
0,1497,20
0,1498,20
0,1499,21
0,1500,21
0,1501,22
0,1502,22
0,1503,22
0,1504,22
0,1505,22
0,1506,23
0,1507,22
0,1508,23
0,1509,24
0,1510,24
0,1511,24
0,1512,24
0,1513,24
0,1514,24
0,1515,23
0,1516,24
0,1517,24
0,1518,24
0,1519,24
0,1520,24
0,1521,23
0,1522,22
0,1523,21
0,1524,22
0,1525,22
0,1526,22
0,1527,22
0,1528,22
0,1529,22
0,1530,22
0,1531,22
0,1532,22
0,1533,21
0,1534,21
0,1535,21
0,1536,20
0,1537,20
0,1538,19
0,1539,19
0,1540,19
0,1541,20
0,1542,19
0,1543,19
0,1544,19
0,1545,19
0,1546,19
0,1547,19
0,1548,19
0,1549,19
0,1550,20
0,1551,20
0,1552,20
0,1553,20
0,1554,20
0,1555,20
0,1556,21
0,1557,22
0,1558,22
0,1559,24
0,1560,26
0,1561,26
0,1562,26
0,1563,27
0,1564,27
0,1565,27
0,1566,26
0,1567,26
0,1568,26
0,1569,26
0,1570,26
0,1571,25
0,1572,24
0,1573,24
0,1574,24
0,1575,25
0,1576,25
0,1577,26
0,1578,27
0,1579,27
0,1580,27
0,1581,27
0,1582,26
0,1583,28
0,1584,28
0,1585,27
0,1586,27
0,1587,27
0,1588,26
0,1589,27
0,1590,27
0,1591,27
0,1592,28
0,1593,28
0,1594,28
0,1595,29
0,1596,30
0,1597,29
0,1598,29
0,1599,29
0,1600,29
0,1601,29
0,1602,29
0,1603,29
0,1604,28
0,1605,28
0,1606,28
0,1607,28
0,1608,28
0,1609,27
0,1610,27
0,1611,27
0,1612,26
0,1613,26
0,1614,26
0,1615,26
0,1616,26
0,1617,26
0,1618,25
0,1619,25
0,1620,25
0,1621,25
0,1622,25
0,1623,25
0,1624,24
0,1625,25
0,1626,25
0,1627,26
0,1628,26
0,1629,26
0,1630,28
0,1631,28
0,1632,27
0,1633,27
0,1634,27
0,1635,28
0,1636,28
0,1637,28
0,1638,28
0,1639,29
0,1640,29
0,1641,29
0,1642,29
0,1643,29
0,1644,29
0,1645,29
0,1646,29
0,1647,29
0,1648,29
0,1649,29
0,1650,28
0,1651,28
0,1652,28
0,1653,27
0,1654,26
0,1655,26
0,1656,26
0,1657,25
0,1658,25
0,1659,25
0,1660,25
0,1661,25
0,1662,26
0,1663,26
0,1664,26
0,1665,27
0,1666,26
0,1667,27
0,1668,27
0,1669,28
0,1670,28
0,1671,28
0,1672,28
0,1673,28
0,1674,27
0,1675,25
0,1676,23
0,1677,25
0,1678,24
0,1679,25
0,1680,26
0,1681,26
0,1682,27
0,1683,27
0,1684,28
0,1685,28
0,1686,27
0,1687,26
0,1688,26
0,1689,26
0,1690,27
0,1691,27
0,1692,27
0,1693,25
0,1694,26
0,1695,26
0,1696,26
0,1697,26
0,1698,27
0,1699,28
0,1700,27
0,1701,28
0,1702,28
0,1703,28
0,1704,28
0,1705,29
0,1706,29
0,1707,29
0,1708,29
0,1709,29
0,1710,29
0,1711,28
0,1712,28
0,1713,28
0,1714,28
0,1715,30
0,1716,31
0,1717,31
0,1718,31
0,1719,31
0,1720,31
0,1721,31
0,1722,31
0,1723,30
0,1724,30
0,1725,30
0,1726,30
0,1727,30
0,1728,31
0,1729,31
0,1730,33
0,1731,34
0,1732,35
0,1733,36
0,1734,37
0,1735,37
0,1736,38
0,1737,37
0,1738,37
0,1739,37
0,1740,37
0,1741,37
0,1742,37
0,1743,38
0,1744,38
0,1745,39
0,1746,42
0,1747,42
0,1748,43
0,1749,43
0,1750,45
0,1751,45
0,1752,45
0,1753,45
0,1754,45
0,1755,44
0,1756,44
0,1757,43
0,1758,42
0,1759,41
0,1760,41
0,1761,41
0,1762,40
0,1763,40
0,1764,40
0,1765,41
0,1766,41
0,1767,41
0,1768,43
0,1769,44
0,1770,44
0,1771,44
0,1772,44
0,1773,43
0,1774,44
0,1775,45
0,1776,45
0,1777,45
0,1778,44
0,1779,43
0,1780,43
0,1781,45
0,1782,45
0,1783,44
0,1784,44
0,1785,46
0,1786,46
0,1787,46
0,1788,45
0,1789,47
0,1790,47
0,1791,48
0,1792,47
0,1793,46
0,1794,47
0,1795,48
0,1796,47
0,1797,48
0,1798,46
0,1799,47
0,1800,48
0,1801,48
0,1802,47
0,1803,46
0,1804,47
0,1805,47
0,1806,48
0,1807,47
0,1808,46
0,1809,46
0,1810,46
0,1811,45
0,1812,46
0,1813,48
0,1814,48
0,1815,46
0,1816,46
0,1817,46
0,1818,46
0,1819,47
0,1820,47
0,1821,48
0,1822,47
0,1823,47
0,1824,45
0,1825,45
0,1826,46
0,1827,49
0,1828,49
0,1829,49
0,1830,47
0,1831,48
0,1832,48
0,1833,47
0,1834,47
0,1835,47
0,1836,46
0,1837,45
0,1838,43
0,1839,44
0,1840,45
0,1841,44
0,1842,44
0,1843,45
0,1844,46
0,1845,46
0,1846,46
0,1847,46
0,1848,46
0,1849,46
0,1850,47
0,1851,48
0,1852,50
0,1853,51
0,1854,51
0,1855,51
0,1856,50
0,1857,49
0,1858,50
0,1859,51
0,1860,51
0,1861,51
0,1862,49
0,1863,50
0,1864,50
0,1865,50
0,1866,49
0,1867,51
0,1868,51
0,1869,51
0,1870,50
0,1871,49
0,1872,51
0,1873,50
0,1874,49
0,1875,50
0,1876,49
0,1877,49
0,1878,47
0,1879,46
0,1880,46
0,1881,46
0,1882,48
0,1883,48
0,1884,49
0,1885,49
0,1886,49
0,1887,48
0,1888,48
0,1889,48
0,1890,48
0,1891,49
0,1892,49
0,1893,49
0,1894,51
0,1895,51
0,1896,51
0,1897,50
0,1898,49
0,1899,49
0,1900,48
0,1901,48
0,1902,48
0,1903,46
0,1904,46
0,1905,45
0,1906,45
0,1907,47
0,1908,47
0,1909,46
0,1910,45
0,1911,45
0,1912,45
0,1913,44
0,1914,44
0,1915,43
0,1916,43
0,1917,42
0,1918,41
0,1919,41
0,1920,41
0,1921,39
0,1922,40
0,1923,41
0,1924,41
0,1925,41
0,1926,41
0,1927,41
0,1928,41
0,1929,41
0,1930,41
0,1931,41
0,1932,40
0,1933,40
0,1934,40
0,1935,41
0,1936,41
0,1937,40
0,1938,40
0,1939,39
0,1940,38
0,1941,38
0,1942,37
0,1943,38
0,1944,37
0,1945,36
0,1946,36
0,1947,35
0,1948,36
0,1949,36
0,1950,38
0,1951,39
0,1952,39
0,1953,38
0,1954,37
0,1955,37
0,1956,37
0,1957,38
0,1958,38
0,1959,38
0,1960,38
0,1961,38
0,1962,38
0,1963,40
0,1964,42
0,1965,41
0,1966,41
0,1967,42
0,1968,42
0,1969,40
0,1970,40
0,1971,40
0,1972,40
0,1973,38
0,1974,38
0,1975,39
0,1976,39
0,1977,39
0,1978,40
0,1979,40
0,1980,41
0,1981,42
0,1982,42
0,1983,42
0,1984,41
0,1985,41
0,1986,41
0,1987,42
0,1988,43
0,1989,43
0,1990,42
0,1991,41
0,1992,41
0,1993,42
0,1994,41
0,1995,40
0,1996,41
0,1997,40
0,1998,40
0,1999,40
0,2000,40
0,2001,40
0,2002,38
0,2003,40
0,2004,40
0,2005,40
0,2006,39
0,2007,39
0,2008,40
0,2009,42
0,2010,42
0,2011,41
0,2012,41
0,2013,41
0,2014,42
0,2015,41
0,2016,41
0,2017,43
0,2018,43
0,2019,42
0,2020,41
0,2021,42
0,2022,43
0,2023,42
0,2024,42
0,2025,42
0,2026,42
0,2027,42
0,2028,43
0,2029,42
0,2030,42
0,2031,42
0,2032,44
0,2033,44
0,2034,44
0,2035,43
0,2036,45
0,2037,47
0,2038,47
0,2039,47
0,2040,47
0,2041,48
0,2042,47
0,2043,48
0,2044,48
0,2045,47
0,2046,47
0,2047,48
0,2048,47
0,2049,48
0,2050,48
0,2051,47
0,2052,46
0,2053,45
0,2054,45
0,2055,44
0,2056,43
0,2057,44
0,2058,44
0,2059,45
0,2060,44
0,2061,45
0,2062,46
0,2063,45
0,2064,46
0,2065,46
0,2066,45
0,2067,47
0,2068,47
0,2069,46
0,2070,47
0,2071,46
0,2072,45
0,2073,44
0,2074,43
0,2075,44
0,2076,42
0,2077,42
0,2078,41
0,2079,41
0,2080,40
0,2081,44
0,2082,45
0,2083,45
0,2084,45
0,2085,45
0,2086,45
0,2087,44
0,2088,44
0,2089,47
0,2090,47
0,2091,47
0,2092,49
0,2093,48
0,2094,50
0,2095,50
0,2096,50
0,2097,49
0,2098,50
0,2099,50
0,2100,51
0,2101,49
0,2102,50
0,2103,50
0,2104,50
0,2105,52
0,2106,55
0,2107,55
0,2108,55
0,2109,55
0,2110,54
0,2111,54
0,2112,53
0,2113,55
0,2114,53
0,2115,53
0,2116,54
0,2117,54
0,2118,54
0,2119,55
0,2120,55
0,2121,55
0,2122,53
0,2123,52
0,2124,52
0,2125,52
0,2126,53
0,2127,54
0,2128,54
0,2129,54
0,2130,53
0,2131,53
0,2132,51
0,2133,52
0,2134,50
0,2135,50
0,2136,50
0,2137,50
0,2138,50
0,2139,50
